STM32 Time sec,Solar mA,Main mA,Solar 10mV,Main 10mV,Accel-Z milliGee,IMU Temp 10mC,MPPT Setpoint
1.0,-0.1,-6.8,0.0,2527.5,-180.2,2330.9,2000.0
2.0,11.3,4.2,0.0,2534.1,-327.5,2330.9,2000.0
3.0,2.6,7.2,0.0,2539.6,-447.8,2335.5,2000.0
4.0,2.7,-0.8,0.0,2534.1,-546.1,2334.0,2000.0
5.0,0.0,-5.1,0.0,2538.4,-626.4,2337.1,2000.0
6.0,5.9,1.6,0.0,2534.6,-692.0,2326.2,2000.0
7.0,6.7,-2.1,0.0,2536.0,-745.6,2336.3,2000.0
46827.2,190.5,0.8,0.0,2495.9,1003.0,2789.1,2000.0
46828.2,156.1,-1.9,0.0,2497.4,1003.9,2789.1,2000.0
46829.2,114.9,-2.9,0.0,2499.8,1004.5,2788.3,2000.0
46830.2,130.3,-4.5,0.0,2494.0,1004.8,2790.2,2000.0
46831.2,155.5,4.3,0.0,2495.7,1005.2,2788.7,2000.0
46950.2,176.5,-1.7,0.0,2493.3,1021.9,2455.1,2000.0
46951.2,116.8,-3.0,0.0,2505.1,1019.5,2461.7,2000.0
46952.2,120.0,-3.5,0.0,2496.5,1016.8,2469.5,2000.0
46953.2,117.0,-5.4,0.0,2489.6,1014.8,2466.8,2000.0
46954.2,117.0,-4.9,0.0,2497.1,1013.3,2466.0,2000.0
46955.2,117.0,-4.1,0.0,2492.4,1011.9,2466.0,2000.0
46956.2,115.7,-2.4,0.0,2501.4,1010.8,2462.1,2000.0
46957.2,118.4,-2.4,0.0,2496.2,1009.9,2465.2,2000.0
46958.2,119.3,-3.5,0.0,2485.3,1009.2,2466.0,2000.0
46959.2,117.3,-1.1,0.0,2495.5,1008.6,2466.8,2000.0
46960.2,117.4,-4.0,0.0,2495.4,1008.1,2462.9,2000.0
46961.2,118.6,-3.2,0.0,2496.2,1007.8,2462.1,2000.0
46962.2,117.6,-3.2,0.0,2495.9,1007.4,2458.2,2000.0
46963.2,115.5,-2.5,0.0,2488.7,1007.2,2462.9,2000.0
46964.2,116.8,-3.7,0.0,2494.8,1007.0,2459.8,2000.0
46965.2,115.8,-2.9,0.0,2496.4,1006.8,2459.0,2000.0
46966.2,116.2,-2.1,0.0,2491.9,1006.7,2461.3,2000.0
46967.2,118.4,-2.4,0.0,2497.3,1006.5,2455.1,2000.0
46968.2,114.6,-1.3,0.0,2490.3,1006.4,2459.0,2000.0
46969.2,115.8,-1.9,0.0,2507.4,1006.3,2459.8,2000.0
47069.3,114.7,-2.2,0.0,2490.1,950.6,2271.9,2000.0
47070.3,117.1,-3.0,0.0,2500.6,960.4,2278.5,2000.0
47071.3,113.9,-3.0,0.0,2495.7,968.6,2285.9,2000.0
47072.3,110.9,-1.6,0.0,2490.5,975.4,2282.4,2000.0
47073.3,108.8,-1.7,0.0,2497.7,981.0,2286.3,2000.0
47074.3,106.5,-3.2,0.0,2491.3,985.6,2286.7,2000.0
47075.3,101.4,-1.9,0.0,2504.0,989.3,2280.1,2000.0
47076.3,100.4,-4.8,0.0,2496.4,992.4,2282.0,2000.0
47077.3,99.9,-4.1,0.0,2486.7,994.9,2284.0,2000.0
47078.3,100.3,-3.8,0.0,2496.7,997.0,2285.2,2000.0
47079.3,101.8,-2.9,0.0,2494.5,998.6,2287.5,2000.0
47080.3,101.8,-4.3,0.0,2498.2,1000.0,2285.2,2000.0
47081.3,104.2,-1.9,0.0,2496.2,1001.1,2290.2,2000.0
47082.3,104.7,-1.7,0.0,2487.4,1002.1,2281.3,2000.0
47083.3,100.9,-2.9,0.0,2495.4,1002.8,2279.3,2000.0
47084.3,98.2,-3.7,0.0,2495.5,1003.4,2287.9,2000.0
47085.3,96.4,-2.9,0.0,2494.7,1003.9,2284.8,2000.0
47086.3,99.0,-1.9,0.0,2497.6,1004.3,2287.5,2000.0
47087.3,96.4,-2.4,0.0,2490.1,1004.6,2278.5,2000.0
47088.3,93.9,-5.6,0.0,2503.2,1004.9,2282.4,2000.0
47188.3,79.4,-2.5,0.0,2489.8,1022.8,2140.6,2000.0
47189.3,80.2,-4.5,0.0,2495.3,1019.4,2158.6,2000.0
47190.3,80.7,-4.1,0.0,2495.0,1016.9,2159.4,2000.0
47191.3,83.9,-2.7,0.0,2494.1,1014.8,2157.4,2000.0
47192.3,83.1,-2.2,0.0,2497.1,1013.2,2161.7,2000.0
47193.3,81.3,-3.0,0.0,2493.0,1011.9,2160.2,2000.0
47194.3,81.8,-2.5,0.0,2504.3,1010.8,2159.8,2000.0
47195.3,82.1,-3.0,0.0,2495.2,1009.8,2158.6,2000.0
47196.3,78.1,-2.9,0.0,2490.7,1009.2,2163.3,2000.0
47197.3,79.9,-3.0,0.0,2496.2,1008.5,2160.2,2000.0
47198.3,80.2,-2.9,0.0,2493.7,1008.1,2165.2,2000.0
47199.3,81.6,-1.7,0.0,2499.7,1007.7,2160.2,2000.0
47200.3,81.5,-3.2,0.0,2494.2,1007.2,2163.7,2000.0
47201.3,80.2,-2.9,0.0,2486.9,1007.1,2161.7,2000.0
47202.3,78.9,-3.7,0.0,2495.6,1006.9,2157.0,2000.0
47203.3,78.8,-4.9,0.0,2493.9,1006.8,2162.1,2000.0
47204.3,80.2,-1.3,0.0,2496.3,1006.7,2157.4,2000.0
47205.3,80.0,-5.3,0.0,2495.6,1006.6,2160.2,2000.0
47206.3,76.7,-0.9,0.0,2489.1,1006.4,2163.3,2000.0
47207.3,75.1,-2.7,0.0,2498.2,1006.3,2165.2,2000.0
47307.3,85.3,-1.6,0.0,2487.2,951.6,2050.0,2000.0
47308.3,85.0,-2.1,0.0,2495.6,961.3,2062.9,2000.0
47309.3,82.4,-1.9,0.0,2495.3,969.3,2069.1,2000.0
47310.3,83.2,-1.4,0.0,2494.3,975.9,2064.8,2000.0
47311.3,83.1,-3.8,0.0,2497.6,981.3,2064.8,2000.0
47312.3,84.0,-6.5,0.0,2490.4,986.4,2066.4,2000.0
47313.3,84.8,-3.8,0.0,2500.0,989.9,2073.0,2000.0
47314.3,80.8,-2.4,0.0,2495.6,992.8,2070.7,2000.0
47315.3,80.5,-1.9,0.0,2490.7,995.3,2071.1,2000.0
47316.3,74.6,-4.9,0.0,2497.3,997.2,2072.3,2000.0
47317.3,73.4,-2.9,0.0,2492.0,998.8,2073.8,2000.0
47318.3,70.0,-3.7,0.0,2501.5,1000.1,2072.3,2000.0
47319.3,69.5,-4.3,0.0,2496.2,1001.2,2072.3,2000.0
47320.3,67.0,-3.5,0.0,2486.4,1002.0,2073.8,2000.0
47321.3,71.8,-5.3,0.0,2496.5,1002.7,2072.7,2000.0
47322.3,67.0,-4.3,0.0,2493.8,1003.3,2074.6,2000.0
47323.3,70.5,-2.5,0.0,2497.5,1003.8,2073.0,2000.0
47324.3,73.7,-4.5,0.0,2496.7,1004.2,2075.0,2000.0
47325.3,71.8,-2.5,0.0,2487.3,1004.5,2076.6,2000.0
47326.3,78.5,-2.4,0.0,2495.1,1004.7,2079.3,2000.0
47426.4,65.7,-2.5,0.0,2486.1,950.3,1983.6,2000.0
47427.4,67.5,-2.7,0.0,2496.5,960.2,1989.8,2000.0
47428.4,66.5,-3.8,0.0,2494.0,968.5,1998.0,2000.0
47429.4,68.9,-3.7,0.0,2497.1,975.3,2002.0,2000.0
47430.4,70.2,-2.9,0.0,2497.1,980.8,2003.1,2000.0
47431.4,71.5,-4.8,0.0,2488.6,985.5,1999.2,2000.0
47432.4,72.4,-3.8,0.0,2499.4,989.1,2001.2,2000.0
47433.4,76.1,-7.5,0.0,2495.5,992.1,2000.0,2000.0
47434.4,76.9,-5.6,0.0,2492.6,994.6,2007.8,2000.0
47435.4,75.4,-7.0,0.0,2497.4,996.6,2007.8,2000.0
47436.4,77.7,-1.6,0.0,2490.7,998.3,2004.7,2000.0
47437.4,75.1,-4.3,0.0,2505.3,999.7,2008.6,2000.0
47438.4,76.4,-4.0,0.0,2495.6,1000.9,2002.7,2000.0
47439.4,75.0,-3.8,0.0,2487.3,1001.9,2007.0,2000.0
47440.4,77.8,-4.5,0.0,2497.2,1002.6,2009.4,2000.0
47441.4,76.1,-3.7,0.0,2493.3,1003.2,2007.8,2000.0
47442.4,76.7,-3.2,0.0,2499.2,1003.7,2002.7,2000.0
47443.4,77.8,-3.0,0.0,2496.0,1004.0,2009.4,2000.0
47444.4,78.9,-4.6,0.0,2486.8,1004.4,2009.4,2000.0
47445.4,77.8,-4.0,0.0,2495.5,1004.9,2015.2,2000.0
47545.4,96.1,-3.2,0.0,2484.9,948.5,1929.7,2000.0
47546.4,98.7,-3.8,0.0,2496.0,956.0,1939.8,2000.0
47547.4,98.8,-4.1,0.0,2494.6,965.7,1941.8,2000.0
47548.4,101.5,-3.2,0.0,2498.1,969.1,1943.4,2000.0
47549.4,109.8,-3.7,0.0,2496.8,968.3,1949.6,2000.0
47550.4,120.6,-3.7,0.0,2488.0,969.8,1951.2,2000.0
47551.4,114.7,-4.0,0.0,2494.6,981.0,1957.8,2000.0
47552.4,113.8,-1.7,0.0,2495.3,988.2,1949.2,2000.0
47553.4,108.4,-2.5,0.0,2492.8,995.3,1954.7,2000.0
47554.4,105.5,-4.3,0.0,2497.1,991.6,1952.3,2000.0
47555.4,108.4,-4.5,0.0,2491.1,988.3,1951.2,2000.0
47556.4,103.4,-0.9,0.0,2499.9,995.9,1954.7,2000.0
47557.4,107.4,-4.1,0.0,2495.5,1006.9,1955.5,2000.0
47558.4,116.3,-2.7,0.0,2487.7,1013.1,1955.5,2000.0
47559.4,119.7,-3.8,0.0,2497.3,1025.2,1950.4,2000.0
47560.4,108.5,-5.3,0.0,2494.0,1031.2,1953.1,2000.0
47561.4,89.6,-5.4,0.0,2502.7,1030.5,1955.5,2000.0
47562.4,87.4,-4.9,0.0,2495.5,1030.6,1959.4,2000.0
47563.4,86.7,-2.4,0.0,2487.9,1023.7,1960.2,2000.0
47564.4,88.8,-2.9,0.0,2496.4,1018.9,1962.5,2000.0
47664.4,96.1,-4.3,0.0,2486.3,959.9,1885.9,2000.0
47665.4,96.0,-3.3,0.0,2497.3,967.0,1899.2,2000.0
47666.4,98.8,-4.1,0.0,2494.3,973.0,1906.3,2000.0
47667.4,96.6,-0.9,0.0,2499.0,978.0,1903.1,2000.0
47668.4,93.9,-1.9,0.0,2496.7,982.0,1910.2,2000.0
47669.4,96.6,-2.4,0.0,2487.0,985.3,1908.6,2000.0
47670.4,95.5,-5.9,0.0,2495.5,988.1,1914.1,2000.0
47671.4,96.6,-3.2,0.0,2496.5,990.3,1912.9,2000.0
47672.4,94.4,-5.3,0.0,2495.0,992.2,1909.0,2000.0
47673.4,95.2,-3.5,0.0,2497.6,993.7,1914.1,2000.0
47674.4,96.3,-3.0,0.0,2489.8,994.9,1912.9,2000.0
47675.4,92.8,-3.8,0.0,2497.5,995.9,1916.4,2000.0
47676.4,96.8,-4.6,0.0,2495.8,996.7,1911.7,2000.0
47677.4,97.1,-1.7,0.0,2490.6,997.4,1916.8,2000.0
47678.4,96.9,-4.5,0.0,2497.6,997.9,1912.1,2000.0
47679.4,95.3,-4.5,0.0,2492.0,997.6,1918.4,2000.0
47680.4,98.0,-1.7,0.0,2504.5,996.0,1915.6,2000.0
47681.4,97.7,-4.3,0.0,2496.5,996.1,1919.1,2000.0
47682.4,98.0,-0.3,0.0,2485.9,995.3,1915.2,2000.0
47683.4,93.7,-3.3,0.0,2496.9,994.0,1916.8,2000.0
47783.5,86.9,-4.5,0.0,2492.1,943.9,1857.8,2000.0
47784.5,82.6,-1.6,0.0,2499.8,954.6,1864.1,2000.0
47785.5,85.3,-12.9,0.0,2504.2,962.2,1869.1,2000.0
47786.5,85.1,8.5,0.0,2497.2,967.2,1873.0,2000.0
47787.5,74.0,-13.6,0.0,2495.2,970.1,1871.9,2000.0
47788.5,75.6,-12.6,0.0,2481.1,972.9,1873.0,2000.0
47789.5,89.6,-1.3,0.0,2491.7,975.6,1877.7,2000.0
47790.5,79.9,-4.8,0.0,2497.6,984.7,1879.7,2000.0
47791.5,81.8,-0.6,0.0,2497.2,987.4,1873.4,2000.0
47792.5,75.4,0.5,0.0,2491.3,989.3,1882.8,2000.0
47793.5,74.6,-9.1,0.0,2487.8,989.6,1879.7,2000.0
47794.5,76.5,-4.8,0.0,2489.9,990.2,1879.7,2000.0
47795.5,66.8,-25.1,0.0,2500.4,990.4,1879.7,2000.0
47796.5,82.8,-1.9,0.0,2496.0,991.4,1878.9,2000.0
47797.5,83.5,-7.8,0.0,2497.6,992.5,1877.3,2000.0
47798.5,93.9,3.1,0.0,2491.2,994.0,1882.8,2000.0
47799.5,83.1,0.7,0.0,2508.9,993.3,1880.5,2000.0
47800.5,88.6,-5.1,0.0,2490.0,994.5,1888.3,2000.0
47801.5,69.4,-15.5,0.0,2493.0,994.9,1883.6,2000.0
47802.5,80.0,3.1,0.0,2506.5,993.3,1885.9,2000.0
47902.5,75.4,-4.0,0.0,2492.6,940.1,1827.3,2000.0
47903.5,74.5,-2.1,0.0,2497.2,950.9,1833.6,2000.0
47904.5,75.9,-4.3,0.0,2491.1,959.7,1839.5,2000.0
47905.5,78.0,-1.1,0.0,2504.4,966.5,1841.0,2000.0
47906.5,77.8,-4.0,0.0,2495.8,971.4,1844.1,2000.0
47907.5,80.4,-4.1,0.0,2486.4,975.3,1847.3,2000.0
47908.5,78.0,-2.1,0.0,2496.8,976.5,1850.4,2000.0
47909.5,77.0,-6.8,0.0,2493.6,981.1,1845.7,2000.0
47910.5,79.1,-3.3,0.0,2499.4,986.7,1847.3,2000.0
47911.5,80.7,-3.3,0.0,2495.8,989.4,1848.0,2000.0
47912.5,81.3,-3.7,0.0,2486.7,988.7,1852.3,2000.0
47913.5,81.3,-2.2,0.0,2495.3,989.7,1846.1,2000.0
47914.5,78.8,-2.9,0.0,2494.8,992.6,1850.8,2000.0
47915.5,80.0,-4.6,0.0,2495.3,993.4,1854.7,2000.0
47916.5,79.3,-3.7,0.0,2497.1,994.9,1857.8,2000.0
47917.5,78.6,-4.0,0.0,2488.4,995.4,1854.7,2000.0
47918.5,80.2,-5.6,0.0,2497.4,995.4,1860.2,2000.0
47919.5,83.2,-7.2,0.0,2495.2,998.4,1854.7,2000.0
47920.5,81.2,-1.4,0.0,2490.6,996.1,1857.8,2000.0
47921.5,80.5,-3.3,0.0,2496.6,996.2,1853.9,2000.0
48021.5,95.3,-2.2,0.0,2493.7,946.7,1805.5,2000.0
48022.5,94.4,-4.5,0.0,2497.6,958.6,1814.1,2000.0
48023.5,94.7,-3.0,0.0,2490.8,967.1,1815.2,2000.0
48024.5,96.0,-3.0,0.0,2505.3,972.5,1819.9,2000.0
48025.5,99.3,-3.7,0.0,2496.3,978.8,1827.0,2000.0
48026.5,95.2,-3.5,0.0,2488.4,984.1,1828.1,2000.0
48027.5,98.8,-2.7,0.0,2497.4,988.7,1828.5,2000.0
48028.5,97.1,-3.8,0.0,2493.9,994.5,1827.3,2000.0
48029.5,94.8,-3.5,0.0,2502.5,999.1,1828.9,2000.0
48030.5,98.2,-3.7,0.0,2495.3,1005.2,1827.3,2000.0
48031.5,98.5,-2.5,0.0,2485.0,1008.8,1827.3,2000.0
48032.5,98.3,-4.1,0.0,2497.2,1010.4,1823.8,2000.0
48033.5,98.3,-4.1,0.0,2494.7,1011.0,1829.7,2000.0
48034.5,102.6,-1.1,0.0,2497.3,1014.1,1832.0,2000.0
48035.5,101.8,-5.3,0.0,2496.7,1013.7,1826.6,2000.0
48036.5,101.8,-3.2,0.0,2488.8,1011.5,1832.8,2000.0
48037.5,99.3,-4.3,0.0,2494.9,1006.5,1832.0,2000.0
48038.5,101.8,-3.0,0.0,2496.0,1005.7,1828.1,2000.0
48039.5,99.1,-0.5,0.0,2492.9,1005.4,1830.5,2000.0
48040.5,94.2,-3.8,0.0,2497.5,1003.9,1835.2,2000.0
48140.6,63.5,-3.5,0.0,2496.7,951.8,1781.3,2000.0
48141.6,62.7,-0.9,0.0,2497.7,960.8,1789.5,2000.0
48142.6,66.2,-1.7,0.0,2487.8,969.8,1800.4,2000.0
48143.6,65.6,-1.1,0.0,2495.8,975.8,1801.6,2000.0
48144.6,60.5,-2.4,0.0,2496.2,980.9,1797.7,2000.0
48145.6,62.1,-1.4,0.0,2493.0,984.2,1800.4,2000.0
48146.6,62.5,-3.8,0.0,2497.1,987.5,1805.5,2000.0
48147.6,63.3,-1.3,0.0,2491.4,990.9,1807.0,2000.0
48148.6,61.8,-6.2,0.0,2504.4,996.5,1807.8,2000.0
48149.6,60.8,-3.3,0.0,2495.7,999.1,1807.0,2000.0
48150.6,64.1,-4.9,0.0,2488.0,999.7,1805.5,2000.0
48151.6,65.3,-4.6,0.0,2497.2,1001.0,1807.8,2000.0
48152.6,60.8,-5.6,0.0,2492.2,1001.3,1805.5,2000.0
48153.6,62.2,-2.5,0.0,2500.3,1002.8,1807.0,2000.0
48154.6,63.5,-3.5,0.0,2495.9,1003.2,1810.5,2000.0
48155.6,62.1,-4.0,0.0,2485.4,1003.3,1811.3,2000.0
48156.6,62.1,-2.9,0.0,2496.3,1002.6,1810.9,2000.0
48157.6,60.2,-4.6,0.0,2494.6,1003.9,1808.6,2000.0
48158.6,58.7,-2.9,0.0,2495.7,1002.4,1814.5,2000.0
48159.6,58.3,-2.7,0.0,2496.4,1002.7,1816.0,2000.0
48199.6,103.3,12.8,0.0,2493.2,947.6,1789.1,2000.0
48200.6,99.9,6.1,0.0,2496.6,959.9,1795.7,2000.0
48201.6,85.8,-13.7,0.0,2485.4,969.7,1799.6,2000.0
48202.6,99.9,-5.3,0.0,2497.9,976.5,1806.3,2000.0
48203.6,101.0,-1.9,0.0,2497.4,981.2,1807.8,2000.0
48204.6,99.6,0.7,0.0,2493.1,984.3,1810.5,2000.0
48205.6,87.8,-15.5,0.0,2500.2,987.0,1805.9,2000.0
48206.6,91.5,-8.1,0.0,2496.7,989.1,1809.4,2000.0
48207.6,99.6,-2.5,0.0,2493.0,996.6,1807.8,2000.0
48208.6,92.9,-4.0,0.0,2494.0,998.3,1812.9,2000.0
48209.6,93.1,-11.3,0.0,2485.0,998.9,1812.1,2000.0
48210.6,92.6,1.5,0.0,2499.3,998.9,1814.5,2000.0
48211.6,90.1,-2.5,0.0,2500.0,998.6,1816.0,2000.0
48212.6,93.9,-2.9,0.0,2502.6,998.6,1810.9,2000.0
48213.6,101.5,8.3,0.0,2491.4,999.4,1819.9,2000.0
48214.6,89.4,-3.2,0.0,2472.5,1000.6,1815.2,2000.0
48215.6,97.4,-4.9,0.0,2488.2,1003.3,1814.5,2000.0
48216.6,94.0,-0.6,0.0,2494.6,1003.6,1823.4,2000.0
48217.6,82.0,-6.5,0.0,2501.1,1003.6,1820.7,2000.0
48218.6,87.0,-1.7,0.0,2496.7,1003.4,1825.0,2000.0
48498.6,92.1,-1.6,0.0,2500.5,950.6,1712.5,2000.0
48499.6,91.8,-4.9,0.0,2494.6,959.4,1725.0,2000.0
48500.6,96.1,-3.0,0.0,2489.4,966.8,1724.6,2000.0
48501.6,95.6,-2.4,0.0,2496.0,972.9,1727.0,2000.0
48502.6,91.5,-3.3,0.0,2495.7,977.8,1733.2,2000.0
48503.6,89.4,-2.1,0.0,2494.6,981.9,1736.3,2000.0
48504.6,91.2,-4.3,0.0,2495.8,985.2,1735.5,2000.0
48505.6,90.2,-3.3,0.0,2490.1,987.9,1733.2,2000.0
48506.6,89.1,-2.5,0.0,2499.0,990.2,1735.5,2000.0
48507.6,92.3,-3.8,0.0,2495.0,991.9,1738.7,2000.0
48508.6,88.5,-1.4,0.0,2491.3,993.4,1738.7,2000.0
48509.6,89.1,-2.4,0.0,2495.9,994.7,1740.2,2000.0
48510.6,89.8,-2.4,0.0,2494.0,995.7,1741.8,2000.0
48511.6,91.5,-4.9,0.0,2503.9,996.6,1744.1,2000.0
48512.6,90.9,-4.3,0.0,2494.3,997.2,1744.1,2000.0
48513.6,93.6,-3.3,0.0,2488.1,997.8,1737.9,2000.0
48514.6,92.5,-4.0,0.0,2496.2,998.1,1742.6,2000.0
48515.6,91.0,-4.5,0.0,2494.9,998.5,1748.4,2000.0
48516.6,92.6,-4.1,0.0,2499.1,998.7,1742.6,2000.0
48517.6,89.0,-2.9,0.0,2494.7,999.0,1750.4,2000.0
48797.7,86.9,-2.2,0.0,2503.6,946.8,1671.5,2000.0
48798.7,85.3,-4.6,0.0,2495.7,956.3,1681.6,2000.0
48799.7,87.5,-2.9,0.0,2484.3,964.2,1692.2,2000.0
48800.7,89.6,-3.3,0.0,2497.2,970.8,1688.7,2000.0
48801.7,87.0,-0.6,0.0,2494.5,976.1,1687.5,2000.0
48802.7,88.3,-1.9,0.0,2496.9,980.5,1691.0,2000.0
48803.7,85.9,-3.8,0.0,2496.5,984.1,1699.2,2000.0
48804.7,86.3,-3.2,0.0,2488.1,987.0,1694.5,2000.0
48805.7,85.1,-4.3,0.0,2495.4,989.4,1699.2,2000.0
48806.7,87.4,-2.1,0.0,2494.9,991.4,1702.0,2000.0
48807.7,89.1,-3.5,0.0,2493.6,993.0,1700.4,2000.0
48808.7,84.2,-4.8,0.0,2497.0,994.3,1699.2,2000.0
48809.7,84.2,-4.9,0.0,2490.2,995.4,1700.4,2000.0
48810.7,87.0,-2.1,0.0,2500.6,996.2,1708.2,2000.0
48811.7,85.8,-1.9,0.0,2496.2,996.9,1703.9,2000.0
48812.7,84.8,-2.1,0.0,2488.1,997.5,1705.5,2000.0
48813.7,86.9,-3.7,0.0,2497.3,998.0,1701.6,2000.0
48814.7,86.3,-5.6,0.0,2492.9,998.4,1708.2,2000.0
48815.7,84.2,-3.5,0.0,2502.6,998.7,1704.7,2000.0
48816.7,85.3,-3.7,0.0,2496.0,998.9,1700.8,2000.0
49096.7,86.4,-4.3,0.0,2505.0,946.7,1649.2,2000.0
49097.7,87.7,-4.6,0.0,2495.7,956.2,1658.2,2000.0
49098.7,87.0,-4.0,0.0,2486.1,964.1,1662.9,2000.0
49099.7,84.8,-3.3,0.0,2497.1,970.7,1661.3,2000.0
49100.7,87.7,-4.3,0.0,2494.1,976.0,1669.5,2000.0
49101.7,82.9,-3.0,0.0,2498.9,980.4,1667.6,2000.0
49102.7,88.5,-4.6,0.0,2496.8,984.0,1666.0,2000.0
49103.7,89.9,-1.7,0.0,2486.5,986.9,1666.0,2000.0
49104.7,85.8,-3.3,0.0,2495.5,989.3,1672.7,2000.0
49105.7,86.3,-1.6,0.0,2495.4,991.3,1671.1,2000.0
49106.7,86.4,-3.7,0.0,2494.5,992.9,1671.1,2000.0
49107.7,86.7,-3.0,0.0,2496.7,994.2,1676.2,2000.0
49108.7,84.8,-4.6,0.0,2489.5,995.3,1675.8,2000.0
49109.7,86.1,-3.3,0.0,2496.0,996.1,1677.7,2000.0
49110.7,85.6,-5.4,0.0,2496.6,996.9,1678.9,2000.0
49111.7,86.9,-2.5,0.0,2488.6,997.5,1675.8,2000.0
49112.7,88.8,-2.9,0.0,2497.3,997.9,1682.4,2000.0
49113.7,86.1,-5.3,0.0,2491.8,998.3,1677.3,2000.0
49114.7,86.4,-1.9,0.0,2503.4,998.6,1678.1,2000.0
49115.7,87.7,-3.2,0.0,2495.7,998.8,1680.5,2000.0
49395.7,132.6,-1.7,0.0,2501.3,946.6,1628.1,2000.0
49396.7,95.6,-1.4,0.0,2495.7,955.1,1637.9,2000.0
49397.7,97.2,-3.7,0.0,2487.1,963.3,1641.8,2000.0
49398.7,96.6,-3.0,0.0,2497.5,969.7,1646.9,2000.0
49399.7,99.5,-5.6,0.0,2493.6,975.2,1644.1,2000.0
49400.7,98.7,-5.9,0.0,2502.3,979.8,1650.0,2000.0
49401.7,100.1,-3.2,0.0,2496.3,983.5,1652.7,2000.0
49402.7,99.0,-2.9,0.0,2484.3,986.7,1653.9,2000.0
49403.7,96.1,-3.0,0.0,2495.7,989.1,1653.1,2000.0
49404.7,98.7,-1.9,0.0,2495.6,991.1,1652.3,2000.0
49405.7,99.0,-1.9,0.0,2496.9,992.8,1652.0,2000.0
49406.7,97.2,-4.0,0.0,2496.7,994.1,1653.1,2000.0
49407.7,96.9,-6.2,0.0,2488.9,995.2,1655.9,2000.0
49408.7,98.8,-2.7,0.0,2494.8,996.1,1654.7,2000.0
49409.7,98.2,-3.5,0.0,2495.9,996.8,1663.3,2000.0
49410.7,99.1,-0.9,0.0,2492.0,997.5,1655.1,2000.0
49411.7,99.5,-4.1,0.0,2497.5,997.9,1660.9,2000.0
49412.7,96.6,-5.6,0.0,2492.4,998.3,1657.8,2000.0
49413.7,99.9,-1.3,0.0,2502.1,998.6,1658.6,2000.0
49414.7,98.3,-4.9,0.0,2495.8,998.9,1663.7,2000.0
49694.8,97.4,4.7,0.0,2490.6,946.7,1616.0,2000.0
49695.8,87.8,-15.8,0.0,2493.3,956.2,1624.6,2000.0
49696.8,103.1,-4.3,0.0,2494.3,964.1,1624.6,2000.0
49697.8,96.0,-0.3,0.0,2498.1,970.5,1630.1,2000.0
49698.8,88.0,-0.5,0.0,2490.4,975.9,1625.4,2000.0
49699.8,97.1,-0.3,0.0,2507.1,980.2,1634.8,2000.0
49700.8,93.4,-4.8,0.0,2496.2,983.8,1637.9,2000.0
49701.8,90.7,9.3,0.0,2485.9,986.7,1636.3,2000.0
49702.8,97.7,-2.9,0.0,2499.0,989.1,1632.8,2000.0
49703.8,95.3,-6.0,0.0,2486.8,991.1,1633.6,2000.0
49704.8,99.3,-2.4,0.0,2492.4,992.7,1645.3,2000.0
49705.8,102.6,3.7,0.0,2497.3,994.0,1645.3,2000.0
49706.8,96.8,-3.2,0.0,2490.0,995.0,1644.5,2000.0
49707.8,99.3,-8.6,0.0,2490.7,995.9,1640.2,2000.0
49708.8,100.4,-9.9,0.0,2501.0,996.6,1646.1,2000.0
49709.8,87.5,-7.6,0.0,2496.6,997.2,1645.3,2000.0
49710.8,89.1,-9.9,0.0,2494.7,997.7,1643.0,2000.0
49711.8,99.6,3.4,0.0,2486.8,998.0,1648.4,2000.0
49712.8,95.5,-0.1,0.0,2497.6,998.3,1650.0,2000.0
49713.8,85.9,-8.4,0.0,2494.2,998.6,1651.2,2000.0
49993.8,87.8,-1.4,0.0,2495.1,947.4,1600.8,2000.0
49994.8,90.4,-5.7,0.0,2495.5,956.8,1611.7,2000.0
49995.8,89.6,-3.7,0.0,2492.1,964.6,1618.8,2000.0
49996.8,91.3,-3.5,0.0,2494.2,971.0,1618.0,2000.0
49997.8,85.6,-6.8,0.0,2490.6,976.2,1622.7,2000.0
49998.8,92.5,-7.8,0.0,2499.9,980.5,1621.5,2000.0
49999.8,90.7,-4.9,0.0,2494.6,984.0,1630.5,2000.0
50000.8,89.8,-3.0,0.0,2487.7,986.9,1623.0,2000.0
50001.8,91.7,-5.6,0.0,2495.3,989.3,1625.8,2000.0
50002.8,92.8,-5.6,0.0,2494.9,991.2,1630.1,2000.0
50003.8,92.5,-4.8,0.0,2500.1,992.7,1630.1,2000.0
50004.8,91.5,-5.6,0.0,2494.3,994.0,1625.8,2000.0
50005.8,95.3,-2.9,0.0,2486.8,995.1,1632.4,2000.0
50006.8,91.3,-4.8,0.0,2495.0,995.9,1632.4,2000.0
50007.8,94.4,-1.9,0.0,2494.3,996.6,1631.6,2000.0
50008.8,94.5,-3.0,0.0,2494.2,997.2,1628.1,2000.0
50009.8,93.6,-4.9,0.0,2494.1,997.7,1634.0,2000.0
50010.8,95.0,-4.6,0.0,2488.9,998.1,1630.9,2000.0
50011.8,96.6,-6.8,0.0,2494.5,998.3,1635.9,2000.0
50012.8,93.7,-2.5,0.0,2493.8,998.6,1639.8,2000.0
50292.8,90.4,-9.2,0.0,2494.0,1015.4,1597.7,2000.0
50293.8,105.0,4.7,0.0,2488.6,1012.4,1600.8,2000.0
